,Surgeons,Hospitals,Avg Review,% Negative Outcome,Class,Predicted Class,Rating
575,Dr. Prodyut K. Poddar,Holy Family Hospital;Hallmark Health System;Lahey Health;North Shore Medical Center (Salem);Anna Jaques Hospital;Winchester Hospital;Lawrence General Hospital;,5.0,38.5,3,1,3 stars
578,Dr. Jeffrey J. Spillane,Cape Cod Hospital;,3.948000000000001,30.0,2,2,2 stars
579,Dr. Scott Swanson,Brigham and Women's Hospital;,4.715217391304348,27.9,2,2,2 stars
581,Dr. John Charles Wain,Massachusetts General Hospital;,4.0514018691588785,24.6,2,2,2 stars
582,Dr. Rebecca M. Weaver,MetroWest Medical Center;,4.764705882352941,27.6,2,2,2 stars
583,Dr. Jon Wee,Brigham and Women's Hospital;South Shore Hospital;,4.737164750957854,23.4,2,2,2 stars
585,Dr. Christina Williamson,Lahey Hospital and Medical Center;,4.3,13.8,1,1,3 stars
586,Dr. Cameron Dorrans Wright,Massachusetts General Hospital;St. Elizabeth's Medical Center (Boston);,4.3,18.7,2,1,3 stars
587,Dr. Miguel F. Alvelo-Rivera,Karmanos Cancer Center;H. Lee Moffitt Cancer Center and Research Institute;Henry Ford Hospital;,4.741666666666667,41.9,3,2,2 stars
588,Dr. Frederick Roger Armenti,McLaren Flint;,4.733333333333333,24.9,2,1,3 stars
589,Dr. Frank A. Baciewicz,Karmanos Cancer Center;DMC Harper/DMC Hutzel;,4.2,31.4,2,1,3 stars
591,Dr. Douglas Rawling Baldwin,UP Health System Marquette;,5.0,11.7,1,2,2 stars
592,Dr. Norbert E. Baumgartner,Sparrow Hospital;St. Mary's of Michigan - Saginaw;Covenant Medical Center (Saginaw);,3.69375,31.0,2,3,1 star
593,Dr. Theodore J. Boeve,Mercy Health;Spectrum Health;,4.573214285714286,25.7,2,2,2 stars
594,Dr. Luis Gabriel Camero,St. John Hospital and Medical Center;Beaumont Hospital Grosse Pointe;St. John Macomb/Oakland Hospitals;,4.37,27.5,2,2,2 stars
595,Dr. James Peter Caralis,St. Joseph Mercy Oakland;St. Mary's of Michigan - Saginaw;,3.375,14.4,1,3,1 star
598,Dr. Gary William Chmielewski,Rush University Medical Center;Beaumont Hospital Royal Oak;,4.272222222222222,26.0,2,2,2 stars
599,Dr. Nestor F. Dans,"Lakeland Regional Medical Center;Osceola Regional Medical Center;CAMC</li> <li class=""checkconfirm"" style=""display:none;""><span>   </span>Ruby Memorial Hospital;Ocala Regional Medical Center/West Marion Community Hospital;",4.333720930232559,50.8,3,3,1 star
600,Dr. Vernon Everett Dencklau,McLaren Port Huron;Lake Huron Medical Center;,4.0200000000000005,19.4,2,3,1 star
601,Dr. Richard Stuart Downey,Mercy Health;McLaren Northern Michigan;Olathe Medical Center;,3.7,33.2,2,3,1 star
603,Dr. Nabeel George El-Amir,St. Elizabeth Medical Center;Faxton-St. Luke's Healthcare;Champlain Valley Physicians Hospital Medical Center;Sparrow Hospital;McLaren Northern Michigan;,4.0,34.6,2,3,1 star
604,Dr. Karsten H. Fliegner,Genesys Regional Medical Center;,5.0,28.3,2,2,2 stars
605,Dr. Divyakant B. Gandhi,McLaren Greater Lansing;Sanford USD Medical Center;,4.7,17.5,1,1,3 stars
606,Dr. Gary R. Goodman,Providence Hospital (Southfield);St. John Hospital and Medical Center;St. John Macomb/Oakland Hospitals;,3.8333333333333335,10.3,1,3,1 star
607,Dr. William Henry Gordon,St. Joseph Mercy Oakland;,5.0,38.6,3,2,2 stars
608,Dr. Ajay Gupta,St. Joseph Mercy Hospital;,4.260975609756098,25.0,2,2,2 stars
609,Dr. Michael P. Halpin,Bronson Methodist Hospital;,4.3,20.2,2,1,3 stars
610,Dr. Zane T. Hammoud,Henry Ford Hospital;Henry Ford Wyandotte Hospital;,4.7622641509433965,22.2,2,2,2 stars
611,Dr. Steven Dale Harrington,Henry Ford Macomb Hospital;Bronson Methodist Hospital;,4.7,42.6,3,1,3 stars
612,Dr. John Massoud Hilu,Beaumont Hospital - Dearborn;,5.0,21.9,2,1,3 stars
613,Dr. Robert J. Holmes,McLaren Bay Region;,4.32,19.3,2,1,3 stars
617,Dr. Robert N. Jones,MidMichigan Medical Center - Midland;,4.551515151515151,23.0,2,1,3 stars
618,Dr. Sang W. Kim,Beaumont Hospital Royal Oak;Beaumont Hospital Troy;Providence Hospital (Southfield);,4.564071856287425,34.9,2,2,2 stars
620,Dr. Adam Halladay Lackey,Beaumont Hospital Royal Oak;Beaumont Hospital Troy;,5.0,17.7,2,2,2 stars
621,Dr. Shelly C. Lall,Munson Medical Center;,4.775,21.9,2,2,2 stars
624,Dr. William Robert Lynch,University of Iowa Hospitals and Clinics;,4.5,33.5,2,2,2 stars
625,Dr. Curtis Charles Marder,UP Health System Marquette;,4.2,19.8,2,1,3 stars
626,Dr. James R. Martin,St. John Macomb/Oakland Hospitals;St. John Hospital and Medical Center;McLaren Flint;,4.5,30.6,2,2,2 stars
627,Dr. Daniel Richard Meldrum,Spectrum Health;IU Health University Hospital;UF Health Shands Hospital;,4.825396825396825,50.1,3,2,2 stars
628,Dr. Kristijan Minanov,McLaren Macomb;,4.274074074074075,17.2,1,2,2 stars
629,Dr. Oktavijan Paul Minanov,St. John Hospital and Medical Center;McLaren Macomb;St. John Macomb/Oakland Hospitals;Beaumont Hospital Grosse Pointe;,4.3,18.8,2,2,2 stars
630,Dr. Edward T. Murphy,Spectrum Health;Mercy Health;,4.626530612244898,28.4,2,2,2 stars
633,Dr. Allan Pickens,Emory University Hospital Midtown;Emory University Hospital;,4.7466257668711656,24.3,2,2,2 stars
636,Dr. Marc Silver,Genesys Regional Medical Center;,3.9,48.8,3,3,1 star
638,Dr. David I. Sternberg,"Henry Ford Hospital;Beaumont Hospital, Farmington Hills;Henry Ford Macomb Hospital;",3.5464285714285713,34.1,2,3,1 star
639,Dr. Mack Carlyle Stirling,Munson Medical Center;,3.3,31.4,2,3,1 star
642,Dr. John D. Talbott,McLaren Northern Michigan;Sparrow Hospital;,4.010344827586207,18.5,2,3,1 star
643,Dr. Tomasz A. Timek,Spectrum Health;Mercy Health;,4.8963636363636365,30.0,2,2,2 stars
644,Dr. Robert James Welsh,Beaumont Hospital Royal Oak;Beaumont Hospital Troy;,3.1885714285714286,29.7,2,3,1 star
645,Dr. Charles L. Willekes,Spectrum Health;,4.704395604395605,25.0,2,2,2 stars
648,Dr. Mary J. Boylan,St. Luke's Hospital (Duluth);,4.3,15.1,1,2,2 stars
650,Dr. Matthew Jason Graczyk,Abbott Northwestern Hospital;,5.0,18.8,2,2,2 stars
654,Dr. Christopher W. Seder,Rush University Medical Center;,4.828169014084507,41.5,3,2,2 stars
657,Dr. Mark L. Solfelt,Fairview Southdale Hospital;North Memorial Medical Center;Mercy Hospital (Coon Rapids);,4.317391304347826,15.6,1,2,2 stars
658,Dr. Ted Hanshus Spooner,Park Nicollet Methodist Hospital;,4.604545454545455,35.8,3,1,3 stars
661,Dr. Pierre Edouard De Delva,University of Mississippi Medical Center;,5.0,49.8,3,2,2 stars
662,Dr. James C. Gilmore,Magnolia Regional Health Center;,3.888888888888889,25.5,2,3,1 star
663,Dr. Albert Michael Koury,Mississippi Baptist Medical Center;St. Dominic-Jackson Memorial Hospital;,4.7,29.8,2,1,3 stars
664,Dr. Gerhard H. Mundinger,St. Dominic-Jackson Memorial Hospital;Central Mississippi Medical Center;River Oaks Hospital;,4.345454545454545,42.1,3,1,3 stars
665,Dr. Billy D. Parsons,Magnolia Regional Health Center;CHRISTUS St. Michael Health System;Wadley Regional Medical Center;,4.544444444444445,23.0,2,2,2 stars
666,Dr. Anthony Bedear Petro,Mississippi Baptist Medical Center;St. Dominic-Jackson Memorial Hospital;,4.5,45.7,3,1,3 stars
670,Dr. Edward M. Bender,St. Francis Medical Center (Cape Girardeau);,4.7,31.1,2,1,3 stars
671,Dr. Mark Lawrence Blucher,Mercy Hospital St. Louis;,4.589333333333333,21.8,2,2,2 stars
673,Dr. Jeanne H. Cleveland,Mercy Hospital St. Louis;,4.7124999999999995,26.9,2,2,2 stars
674,Dr. Cordie C. Coordes,St. Luke's Hospital (Chesterfield);St. Anthony's Medical Center;,4.890476190476191,18.4,2,1,3 stars
675,Dr. Traves Dean Crabtree,Barnes-Jewish Hospital;Christian Northeast Hospital;,4.5,29.9,2,2,2 stars
676,Dr. Stephen E. D'Orazio,SSM St. Joseph Health Center;SSM DePaul Health Center;,4.59390243902439,21.9,2,2,2 stars
678,Dr. Joss D. Fernandez,Boone Hospital Center;University of Iowa Hospitals and Clinics;,4.7272727272727275,5.0,1,2,2 stars
679,Dr. Peter Fonseca,St. Anthony's Medical Center;SSM DePaul Health Center;,4.548466257668711,24.0,2,2,2 stars
680,Dr. John M. Forman,Freeman Hospital West;Research Medical Center;St. Joseph Medical Center (Kansas City);Overland Park Regional Medical Center;,4.594736842105263,31.0,2,1,3 stars
681,Dr. Michael Ford Gibson,Liberty Hospital;Carolinas Hospital System;,3.6930232558139537,26.6,2,3,1 star
682,Dr. Michael Earl Gorton,Liberty Hospital;,5.0,23.0,2,1,3 stars
683,Dr. Bruce Jones,St. Francis Medical Center (Cape Girardeau);,4.466666666666666,26.9,2,3,1 star
684,Dr. Alexander Sasha Krupnick,Barnes-Jewish Hospital;,3.2,40.9,3,3,1 star
686,Dr. Michael Mauney,Missouri Baptist Medical Center;,4.56969696969697,23.6,2,2,2 stars
687,Dr. Richard J. Mellitt,Boone Hospital Center;,3.9826086956521745,23.8,2,2,2 stars
688,Dr. Stephen Lee Meyer,Mercy Hospital Joplin;,4.089285714285714,20.6,2,2,2 stars
689,Dr. Bryan Fitch Meyers,Barnes-Jewish Hospital;Barnes-Jewish West County Hospital;,4.9,32.4,2,1,3 stars
690,Dr. Nabil A. Munfakh,Christian Northeast Hospital;Barnes-Jewish Hospital;SMS Health Good Samaritan - Mount Vernon;,4.493333333333333,29.0,2,2,2 stars
691,Dr. Michael C. Murphy,Missouri Baptist Medical Center;,4.94,24.5,2,1,3 stars
692,Dr. Alexander F. Pak,North Kansas City Hospital;Saint Luke's Hospital of Kansas City;,4.6000000000000005,24.0,2,2,2 stars
696,Dr. James R. Scharff,Missouri Baptist Medical Center;St. Luke's Hospital (Chesterfield);St. Anthony's Medical Center;,4.692307692307692,27.7,2,2,2 stars
698,Dr. William Mitchel See,Boone Hospital Center;University of Missouri Hospital;Capital Region Medical Center;,4.06036036036036,31.7,2,2,2 stars
699,Dr. Frederic Lee Seligson,Research Medical Center;Menorah Medical Center;St. Joseph Medical Center (Kansas City);,5.0,18.6,2,1,3 stars
700,Dr. John B. Steinberg,Cox Medical Center;,4.608536585365854,28.4,2,2,2 stars
703,Dr. Van Eric Thompson,Boone Hospital Center;,5.0,21.0,2,1,3 stars
704,Dr. Raymond Vetsch,Freeman Hospital West;,4.403846153846154,29.5,2,1,3 stars
705,Dr. Stanley Ziomek,Poplar Bluff Regional Medical Center;,4.157777777777778,40.5,3,3,1 star
706,Dr. David Zolfaghari,Cox Medical Center;,4.657364341085271,20.5,2,2,2 stars
707,Dr. Roch R. Boyer,Kalispell Regional Medical Center;,5.0,13.9,1,1,3 stars
708,Dr. John A. Federico,Yale-New Haven Hospital Saint Raphael Campus;Yale-New Haven Hospital;,3.6147540983606556,19.1,2,2,2 stars
709,Dr. Jason Fitzgerald,St. Vincent Healthcare;,3.98,24.6,2,3,1 star
712,Dr. Stewart Mclendon Long,St. Patrick Hospital;,5.0,29.1,2,2,2 stars
713,Dr. Brett Alan Williams,Benefis Healthcare - East Campus;,4.160606060606061,15.6,1,2,2 stars
714,Dr. John T. Batter,Nebraska Methodist Hospital;CHI Health Bergan Mercy;The Nebraska Medical Center;,2.8846153846153846,29.1,2,3,1 star
717,Dr. Rudy P. Lackner,The Nebraska Medical Center;,4.807407407407408,33.6,2,1,3 stars
718,Dr. Thomas J. Langdon,CHI Health Bergan Mercy;Nebraska Methodist Hospital;,4.470000000000001,20.4,2,1,3 stars
721,Dr. Karin Trujillo,The Nebraska Medical Center;,4.773563218390804,27.9,2,2,2 stars
725,Dr. John H. Ganser,Saint Mary's Regional Medical Center;Renown Regional Medical Center;Renown South Meadows Medical Center;,4.514285714285714,24.1,2,2,2 stars
727,Dr. Peter George Vajtai,MountainView Hospital;Sunrise Hospital and Medical Center;Southern Hills Hospital and Medical Center;,5.0,16.7,1,1,3 stars
728,Dr. Robert G. Wiencek,St. Rose Dominican Hospitals - San Martin Campus;Sunrise Hospital and Medical Center;MountainView Hospital;St. Rose Dominican Hospitals - Siena Campus;Desert Springs Hospital Medical Center;Valley Hospital Medical Center;,4.595238095238095,24.0,2,1,3 stars
729,Dr. Yvon Baribeau,Catholic Medical Center;,4.635135135135134,23.3,2,1,3 stars
730,Dr. David J. Finley,Memorial Sloan-Kettering Cancer Center;,4.736893203883495,24.6,2,2,2 stars
731,Dr. Lawrence Michael Hoepp,Elliot Hospital;Catholic Medical Center;,4.348979591836735,30.3,2,1,3 stars
733,Dr. Steven Milman,Portsmouth Regional Hospital;Greater Baltimore Medical Center;,3.6714285714285713,32.8,2,3,1 star
734,Dr. George Darby Pope,Concord Hospital;,4.4,17.8,2,2,2 stars
735,Dr. Benjamin Westbrook,Catholic Medical Center;,4.488372093023256,15.4,1,1,3 stars
738,Dr. Jean Philippe Bocage,Robert Wood Johnson University Hospital Somerset;Saint Peter's University Hospital;CentraState Medical Center;Robert Wood Johnson University Hospital;,4.108695652173913,30.9,2,2,2 stars
739,Dr. Frank W. Bowen,Cooper University Hospital;,4.758620689655173,27.6,2,2,2 stars
740,Dr. Robert J. Caccavale,Robert Wood Johnson University Hospital Somerset;CentraState Medical Center;Saint Peter's University Hospital;,4.6499999999999995,31.1,2,1,3 stars
741,Dr. Manny E. Christakos,St. Joseph's Regional Medical Center;St. Mary's Hospital Passaic;Chilton Medical Center;,4.387499999999999,27.2,2,1,3 stars
742,Dr. Christopher C. Derivaux,Virtua Berlin/Voorhees;Virtua Memorial;Our Lady of Lourdes Medical Center;AtlantiCare Regional Medical Center;,4.05,29.0,2,3,1 star
743,Dr. Morris M. Eisen,Virtua Berlin/Voorhees;Kennedy University Hospital;,4.343999999999999,31.7,2,1,3 stars
744,Dr. Elie Elmann,Hackensack University Medical Center;Good Samaritan Hospital (Suffern);Englewood Hospital and Medical Center;,4.437662337662338,24.6,2,2,2 stars
746,Dr. John A. Heim,University Medical Center of Princeton at Plainsboro;,4.565384615384616,19.3,2,2,2 stars
747,Dr. James Norman Heller,JFK Medical Center (Edison);Bayonne Medical Center;,3.7350000000000003,22.6,2,3,1 star
748,Dr. Gary Michael Kline,Winthrop University Hospital;Holy Name Medical Center;,3.971428571428571,41.2,3,2,2 stars
750,Dr. John Eugene Langenfeld,Robert Wood Johnson University Hospital;,3.3510000000000004,35.2,2,3,1 star
752,Dr. Daniel James Lee,Capital Health Medical Center - Hopewell;,4.683233532934131,32.5,2,2,2 stars
753,Dr. James S. Mccaughan,Community Medical Center (Toms River);Ocean Medical Center;,2.9105263157894736,21.1,2,3,1 star
756,Dr. Ugochukwu C. Ogwudu,Inspira Medical Center Vineland;Inspira Medical Center Woodbury;,5.0,28.0,2,2,2 stars
757,Dr. Subroto Paul,New York-Presbyterian/Queens;NewYork-Presbyterian;,4.754545454545455,30.1,2,2,2 stars
758,Dr. Timothy Scott Pilla,Inspira Medical Center Woodbury;,4.3,63.3,3,3,1 star
759,Dr. Michael A. Pontoriero,Clara Maass Medical Center;,3.7962962962962963,25.3,2,3,1 star
760,Dr. Nabil P. Rizk,Memorial Sloan-Kettering Cancer Center;,4.668686868686868,17.4,1,2,2 stars
761,Dr. Peter D. Scalia,Jersey Shore University Medical Center;Ocean Medical Center;Riverview Medical Center;,3.9000000000000004,33.2,2,3,1 star
764,Dr. Loki Skylizard,Monmouth Medical Center;Pocono Medical Center;,4.748148148148148,26.3,2,2,2 stars
765,Dr. Anthony J. Squillaro,Jersey Shore University Medical Center;Ocean Medical Center;Monmouth Medical Center;Riverview Medical Center;,4.5456521739130435,37.1,3,2,2 stars
766,Dr. Jay Steinberg,Virtua Berlin/Voorhees;Virtua Memorial;Our Lady of Lourdes Medical Center;,3.770731707317074,20.7,2,3,1 star
767,Dr. Federico A. Steiner,Morristown Memorial Hospital;,4.670886075949367,24.9,2,2,2 stars
769,Dr. Mark Dennis Widmann,Morristown Memorial Hospital;,3.8,27.2,2,3,1 star
771,Dr. Alfredo F. Gurmendi,MountainView Regional Medical Center;Memorial Medical Center of Las Cruces;,4.3125,28.6,2,3,1 star
772,Dr. Jess Schwartz,University of New Mexico Hospital;,4.5636363636363635,20.2,2,2,2 stars
774,Dr. Nasser Khaled A. Altorki,NewYork-Presbyterian;,4.328947368421052,24.8,2,1,3 stars
776,Dr. Matthew Dominic Bacchetta,NewYork-Presbyterian;,4.3,19.1,2,2,2 stars
777,Dr. Manjit S. Bains,Memorial Sloan-Kettering Cancer Center;,3.741007194244604,25.7,2,1,3 stars
780,Dr. Thomas Victor Bilfinger,Stony Brook University Medical Center;,2.4352941176470586,18.4,2,3,1 star
781,Dr. William E. Bollengier,Vassar Brothers Medical Center;,4.5,26.1,2,1,3 stars
782,Dr. John P. Breard,Southside Regional Medical Center;,5.0,34.6,2,2,2 stars
783,Dr. Gregory R. Brevetti,John T. Mather Memorial Hospital;Lutheran Medical Center (Brooklyn);Mount Sinai Beth Israel Medical Center - Petrie Division;,4.091666666666667,26.3,2,2,2 stars
784,Dr. Igor Brichkov,Maimonides Medical Center;,4.2,54.5,3,2,2 stars
785,Dr. Anne T. Cahill,Champlain Valley Physicians Hospital Medical Center;Pocono Medical Center;,3.2285714285714286,32.7,2,3,1 star
786,Dr. Russell E. Carlson,CHS Sisters of Charity Hospital;,5.0,27.4,2,1,3 stars
788,Dr. Paul Mcdonnell Cathcart,Putnam Hospital Center;,5.0,27.6,2,1,3 stars
790,Dr. Cliff Patrick Connery,Mount Sinai St. Luke's;Mount Sinai Beth Israel Medical Center - Petrie Division;Vassar Brothers Medical Center;,4.7,28.5,2,1,3 stars
791,Dr. Bernard K. Crawford,NYU Langone Medical Center;,4.394444444444444,17.3,1,1,3 stars
796,Dr. Robert J. Downey,Memorial Sloan-Kettering Cancer Center;,3.7884615384615383,22.1,2,3,1 star
800,Dr. Stewart Fox,South Nassau Communities Hospital;,2.701041666666667,25.4,2,3,1 star
801,Dr. Mark Ellis Ginsburg,NewYork-Presbyterian;Good Samaritan Hospital (Suffern);Nyack Hospital;,4.1,31.8,2,2,2 stars
804,Dr. Dipin Gupta,CJW Medical Center;Union Memorial Hospital;Sentara RMH Medical Center;Henrico Doctors' Hospital/Parham Doctors' Hospital;,5.0,33.8,2,2,2 stars
808,Dr. Mark Robert Jajkowski,CHS Sisters of Charity Hospital;Mercy Hospital of Buffalo;,4.315686274509804,31.8,2,3,1 star
809,Dr. Robert Joseph Johnson,Samaritan Medical Center;,4.4,26.5,2,1,3 stars
810,Dr. Carolyn Evelyn Jones,Strong Memorial Hospital of the University of Rochester;,4.0,34.5,2,2,2 stars
811,Dr. David R. Jones,University of Virginia Medical Center;Memorial Sloan-Kettering Cancer Center;,4.153333333333333,30.5,2,2,2 stars
812,Dr. Nicholas John Karis,Rochester General Hospital;,3.957142857142857,31.3,2,2,2 stars
814,Dr. Steven Matthew Keller,Montefiore Medical Center;,5.0,29.0,2,1,3 stars
815,Dr. William Kokotos,Winthrop University Hospital;,3.917543859649123,19.1,2,2,2 stars
817,Dr. Rocco J. Lafaro,Westchester Medical Center;,3.6516129032258067,46.8,3,3,1 star
820,Dr. Paul Chinfai Lee,New York-Presbyterian/Queens;NewYork-Presbyterian;,4.51046511627907,31.0,2,2,2 stars
821,Dr. Cleveland William Lewis,Orange Regional Medical Center;Good Samaritan Hospital (Suffern);,4.636111111111112,22.6,2,2,2 stars
822,Dr. Karen M. Mcginnis,Mary Imogene Bassett Hospital;,4.683333333333334,18.0,2,2,2 stars
823,Dr. Avraham D. Merav,Phelps Hospital;,3.8,24.8,2,1,3 stars
825,Dr. Darroch W. O. Moores,St. Peter's Hospital (Albany);,4.0,25.8,2,1,3 stars
829,Dr. Terry Palatt,Good Samaritan Hospital Medical Center;,3.7,25.3,2,3,1 star
830,Dr. Bernard J. Park,Hackensack University Medical Center;Memorial Sloan-Kettering Cancer Center;HackensackUMC Mountainside;,4.5,25.7,2,2,2 stars
833,Dr. Anthony L. Picone,Kaleida Health;Roswell Park Cancer Institute;Erie County Medical Center;,4.894117647058823,17.7,2,1,3 stars
835,Dr. Suhas V. Pradhan,St. Joseph's Hospital Health Center;Crouse Hospital;,4.4,25.2,2,1,3 stars
837,Dr. Herbert Reich,Ellis Hospital;,4.71304347826087,16.5,1,2,2 stars
839,Dr. Darren I. Rohan,HealthAlliance of the Hudson Valley - Broadway Campus;MidHudson Regional Hospital of Westchester Medical Center;HealthAlliance Hospital - Mary's Ave. Campus;Westchester Medical Center;,4.761111111111112,30.2,2,2,2 stars
842,Dr. Jason L. Schneider,Good Samaritan Hospital Medical Center;Southside Hospital;,3.96,27.6,2,3,1 star
843,Dr. Scott Leslie Schubach,Winthrop University Hospital;,4.429166666666666,17.7,2,2,2 stars
846,Dr. Joshua Robert Sonett,NewYork-Presbyterian;,4.9,27.6,2,2,2 stars
847,Dr. Laurence Nelson Spier,North Shore University Hospital/Syosset Hospital;St. Francis Hospital (Roslyn);,4.432450331125827,27.7,2,2,2 stars
849,Dr. Brendon Matthew Stiles,NewYork-Presbyterian;,4.900000000000001,24.4,2,2,2 stars
854,Dr. David W. Wormuth,St. Joseph's Hospital Health Center;Crouse Hospital;,3.2319999999999998,36.3,3,3,1 star
855,Dr. Jaime Yun,Mount Sinai Beth Israel Medical Center - Petrie Division;Lutheran Medical Center (Brooklyn);Long Island Jewish Medical Center;,3.1090909090909093,43.0,3,3,1 star
859,Dr. Oliver Ar Binns,Mission St. Joseph's Health System;,4.928,15.1,1,2,2 stars
860,Dr. Bret David Borchelt,Forsyth Medical Center;,3.888888888888889,21.2,2,3,1 star
861,Dr. David Lance Carter,Sentara Albemarle Hospital;,4.1,38.2,3,3,1 star
862,Dr. Ralph Christy,Carolinas Medical Center NorthEast;,5.0,33.9,2,1,3 stars
863,Dr. Christopher Kevin Cicci,Carolinas Medical Center NorthEast;,3.8758620689655174,32.0,2,3,1 star
864,Dr. Robert Michael Cortina,New Hanover Regional Medical Center;,4.0,26.4,2,3,1 star
865,Dr. Thomas A. D'Amico,Duke University Hospital;,4.817564402810305,29.8,2,2,2 stars
866,Dr. Piotr Dumicz,CarolinaEast Medical Center;,3.337931034482758,31.8,2,3,1 star
867,Dr. David Allen Duncan,Forsyth Medical Center;,4.865217391304348,33.7,2,1,3 stars
868,Dr. Thomas Arthur Edgerton,FirstHealth Hospitals;Piedmont Medical Center;,4.2,29.5,2,3,1 star
870,Dr. Peter I. Ellman,FirstHealth Hospitals;,4.630769230769231,29.0,2,2,2 stars
871,Dr. Stephen W. Ely,Mission St. Joseph's Health System;,5.0,24.8,2,1,3 stars
872,Dr. Edward Burton Gerhardt,Cone Health;High Point Regional Health System;,4.754022988505747,11.9,1,1,3 stars
873,Dr. Richard Marston Gillespie,Rex Hospital;,4.905343511450382,25.3,2,2,2 stars
874,Dr. Mark A. Groh,Mission St. Joseph's Health System;,4.700000000000001,35.3,2,2,2 stars
876,Dr. Benjamin Haithcock,University of North Carolina Hospital;,4.5469135802469145,32.9,2,2,2 stars
877,Dr. Michael E. Halligan,CarolinaEast Medical Center;,4.6347826086956525,31.4,2,2,2 stars
878,Dr. David H. Harpole,Duke University Hospital;,4.728571428571429,26.5,2,1,3 stars
879,Dr. Charles Dulaney Harr,Novant Health Presbyterian Medical Center;Carolinas Medical Center;,4.5,24.2,2,2,2 stars
880,Dr. Matthew Galen Hartwig,Duke University Hospital;,4.800858369098712,27.9,2,2,2 stars
881,Dr. Steven C. Hendrickson,Cone Health;High Point Regional Health System;,4.398260869565217,17.1,1,2,2 stars
882,Dr. Mark Henry Hennington,Frye Regional Medical Center;,5.0,12.1,1,1,3 stars
883,Dr. Harold Ragan Howe,Novant Health Presbyterian Medical Center;,4.898750000000001,13.6,1,1,3 stars
884,Dr. Mark David Iannettoni,University of Iowa Hospitals and Clinics;,4.247619047619047,25.9,2,2,2 stars
885,Dr. Alan M. Johnson,Mission St. Joseph's Health System;,4.366666666666667,22.2,2,1,3 stars
886,Dr. Peter Kane,New Hanover Regional Medical Center;,3.6925925925925926,66.0,3,3,1 star
888,Dr. James Klena,UPMC Northwest;,4.9,21.8,2,2,2 stars
889,Dr. John Frederick Krahnert,FirstHealth Hospitals;,4.171428571428571,20.1,2,2,2 stars
890,Dr. Robert E. Maughan,Cape Fear Valley Medical Center;,4.222222222222222,33.0,2,2,2 stars
891,Dr. Joel Clarence Morgan,Forsyth Medical Center;,4.7,30.8,2,1,3 stars
892,Dr. Mark William Onaitis,Duke University Hospital;,3.9076923076923076,31.8,2,2,2 stars
893,Dr. Alden Maier Parsons,Rex Hospital;,4.384615384615385,25.4,2,2,2 stars
894,Dr. Mark Kevin Reames,Carolinas Medical Center;,4.5,23.1,2,2,2 stars
895,Dr. Mark A. Sinning,CarolinaEast Medical Center;,3.57391304347826,22.3,2,3,1 star
896,Dr. Eric R. Skipper,Carolinas Medical Center;Carolinas Medical Center;,4.705,17.5,1,2,2 stars
897,Dr. Medhat Takla,Carolinas Medical Center NorthEast;,4.738461538461539,29.1,2,1,3 stars
898,Dr. Betty Caroline Tong,Duke University Hospital;,4.852849740932642,19.3,2,2,2 stars
899,Dr. Nirmal Kumar Veeramachaneni,University of North Carolina Hospital;The University of Kansas Hospital;,2.7,30.9,2,3,1 star
900,Dr. David Cloid White,Duke Raleigh Hospital;Rex Hospital;WakeMed Raleigh Campus;,4.905275229357798,23.7,2,2,2 stars
901,Dr. Richard F. Williams,Vidant Medical Center;,4.0,24.5,2,2,2 stars
902,Dr. Leonard James Wudel,Saint Thomas West Hospital;Wake Forest Baptist Medical Center;,4.744067796610169,31.7,2,2,2 stars
910,Dr. Rami Akhrass,Lake Health Medical Center;MetroHealth Medical Center;,4.242857142857143,26.7,2,2,2 stars
911,Dr. Geoffrey Answini,The Christ Hospital;Bethesda North Hospital;,4.515384615384615,26.3,2,2,2 stars
912,Dr. Narongsak Guevara Boonswang,Easton Hospital;,5.0,45.6,3,2,2 stars
913,Dr. Karl J. Borsody,Kettering Medical Center;Grandview Medical Center/Southview Medical Center;Atrium Medical Center;,4.05,27.1,2,3,1 star
915,Dr. Jim Burdine,Mercy St. Vincent Medical Center;,5.0,30.2,2,1,3 stars
917,Dr. Donald G. Crescenzo,The Toledo Hospital;St. Luke's Hospital (Maumee);,4.385714285714286,18.6,2,2,2 stars
918,Dr. Vincent Christopher Daniel,The James Cancer Hospital and Solove Research Institute;The Ohio State University Hospital;,4.642666666666667,34.9,2,2,2 stars
919,Dr. Steven Barron Duff,Riverside Methodist Hospital;,4.6878787878787875,16.4,1,1,3 stars
920,Dr. Eric A. Espinal,Summa Akron City Hospital;Summa Western Reserve Hospital;,4.618461538461538,23.7,2,2,2 stars
921,Dr. Farzin Fotouhi,St. Rita's Medical Center;Lima Memorial Health System;,4.405555555555556,11.5,1,2,2 stars
922,Dr. Michael Peter Gibson,St. Elizabeth;,4.566666666666666,39.8,3,2,2 stars
927,Dr. Jai H. Lee,Southwest General Health Center;Summa Akron City Hospital;,3.1999999999999997,32.5,2,3,1 star
928,Dr. Kok H. Lim,Good Samaritan Hospital (Dayton);Miami Valley Hospital;,3.909090909090909,25.8,2,2,2 stars
930,Dr. Nicholas Michael Lopez,Baptist Health Paducah;,3.9119999999999995,29.6,2,3,1 star
931,Dr. Thomas J. Merle,Kettering Medical Center;Atrium Medical Center;,4.589041095890411,23.7,2,1,3 stars
